,index,Station,Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,Wet_NoWet,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Year,Month,WeekofYear,Daylight_Hours,Tmin_rm7,DewPoint_rm7,Sunrise_rm7,PrecipTotal_rm7,StnPressure_rm7,ResultSpeed_rm7,ResultDir_rm7,Tmin_rm7_lag1,Tmin_rm7_lag2,Tmin_rm7_lag3,Tmin_rm7_lag4,DewPoint_rm7_lag1,DewPoint_rm7_lag2,DewPoint_rm7_lag3,DewPoint_rm7_lag4,Sunrise_rm7_lag1,Sunrise_rm7_lag2,Sunrise_rm7_lag3,Sunrise_rm7_lag4,PrecipTotal_rm7_lag1,PrecipTotal_rm7_lag2,PrecipTotal_rm7_lag3,PrecipTotal_rm7_lag4,StnPressure_rm7_lag1,StnPressure_rm7_lag2,StnPressure_rm7_lag3,StnPressure_rm7_lag4,ResultSpeed_rm7_lag1,ResultSpeed_rm7_lag2,ResultSpeed_rm7_lag3,ResultSpeed_rm7_lag4,ResultDir_rm7_lag1,ResultDir_rm7_lag2,ResultDir_rm7_lag3,ResultDir_rm7_lag4
314,668,1,2008-09-28,68,57,62.5,57,60.0,2.0,0.0,5.75,17.65,0,0.0,29.41,30.13,7.2,4,7.8,2008,9,39,11.9,58.42857142857143,57.42857142857143,5.7,0.028571428571428574,29.48428571428571,4.942857142857143,9.428571428571429,58.57142857142857,59.0,58.285714285714285,57.285714285714285,58.0,58.42857142857143,58.285714285714285,57.42857142857143,5.683333333333333,5.666666666666667,5.65,5.633333333333333,0.028571428571428574,0.028571428571428574,0.028571428571428574,0.028571428571428574,29.504285714285714,29.522857142857145,29.53,29.532857142857143,4.457142857142857,4.557142857142857,4.957142857142857,4.8428571428571425,9.571428571428571,11.428571428571429,13.285714285714286,14.0
315,670,1,2008-09-29,64,54,59.0,55,57.0,6.0,0.0,5.766666666666667,17.616666666666667,1,0.82,29.26,30.0,3.5,33,4.8,2008,9,40,11.85,57.42857142857143,56.857142857142854,5.716666666666667,0.1457142857142857,29.437142857142856,4.457142857142857,12.571428571428571,58.42857142857143,58.57142857142857,59.0,58.285714285714285,57.42857142857143,58.0,58.42857142857143,58.285714285714285,5.7,5.683333333333333,5.666666666666667,5.65,0.028571428571428574,0.028571428571428574,0.028571428571428574,0.028571428571428574,29.48428571428571,29.504285714285714,29.522857142857145,29.53,4.942857142857143,4.457142857142857,4.557142857142857,4.957142857142857,9.428571428571429,9.571428571428571,11.428571428571429,13.285714285714286
316,672,1,2008-09-30,59,48,53.5,44,49.0,11.0,0.0,5.783333333333333,17.583333333333332,0,0.0,29.21,29.95,11.4,31,11.5,2008,9,40,11.8,55.857142857142854,55.0,5.733333333333333,0.1457142857142857,29.387142857142855,5.085714285714286,14.857142857142858,57.42857142857143,58.42857142857143,58.57142857142857,59.0,56.857142857142854,57.42857142857143,58.0,58.42857142857143,5.716666666666667,5.7,5.683333333333333,5.666666666666667,0.1457142857142857,0.028571428571428574,0.028571428571428574,0.028571428571428574,29.437142857142856,29.48428571428571,29.504285714285714,29.522857142857145,4.457142857142857,4.942857142857143,4.457142857142857,4.557142857142857,12.571428571428571,9.428571428571429,9.571428571428571,11.428571428571429
317,674,1,2008-10-01,61,46,53.5,40,47.0,11.0,0.0,5.8,17.566666666666666,0,0.0,29.24,29.97,11.2,33,11.1,2008,10,40,11.766666666666666,54.285714285714285,52.285714285714285,5.75,0.11714285714285713,29.344285714285714,6.314285714285715,16.285714285714285,55.857142857142854,57.42857142857143,58.42857142857143,58.57142857142857,55.0,56.857142857142854,57.42857142857143,58.0,5.733333333333333,5.716666666666667,5.7,5.683333333333333,0.1457142857142857,0.1457142857142857,0.028571428571428574,0.028571428571428574,29.387142857142855,29.437142857142856,29.48428571428571,29.504285714285714,5.085714285714286,4.457142857142857,4.942857142857143,4.457142857142857,14.857142857142858,12.571428571428571,9.428571428571429,9.571428571428571
318,676,1,2008-10-02,61,42,51.5,40,47.0,13.0,0.0,5.816666666666666,17.533333333333335,0,0.0,29.18,29.91,8.7,28,9.2,2008,10,40,11.716666666666669,51.285714285714285,49.285714285714285,5.766666666666667,0.11714285714285712,29.292857142857144,6.571428571428571,19.714285714285715,54.285714285714285,55.857142857142854,57.42857142857143,58.42857142857143,52.285714285714285,55.0,56.857142857142854,57.42857142857143,5.75,5.733333333333333,5.716666666666667,5.7,0.11714285714285713,0.1457142857142857,0.1457142857142857,0.028571428571428574,29.344285714285714,29.387142857142855,29.437142857142856,29.48428571428571,6.314285714285715,5.085714285714286,4.457142857142857,4.942857142857143,16.285714285714285,14.857142857142858,12.571428571428571,9.428571428571429
319,678,1,2008-10-03,60,44,52.0,42,47.0,13.0,0.0,5.833333333333333,17.5,1,0.01,29.34,30.05,6.5,3,7.7,2008,10,40,11.666666666666668,49.142857142857146,47.42857142857143,5.783333333333333,0.11857142857142855,29.28142857142857,7.071428571428571,19.285714285714285,51.285714285714285,54.285714285714285,55.857142857142854,57.42857142857143,49.285714285714285,52.285714285714285,55.0,56.857142857142854,5.766666666666667,5.75,5.733333333333333,5.716666666666667,0.11714285714285712,0.11714285714285713,0.1457142857142857,0.1457142857142857,29.292857142857144,29.344285714285714,29.387142857142855,29.437142857142856,6.571428571428571,6.314285714285715,5.085714285714286,4.457142857142857,19.714285714285715,16.285714285714285,14.857142857142858,12.571428571428571
320,680,1,2008-10-04,61,38,49.5,38,45.0,15.0,0.0,5.866666666666667,17.483333333333334,0,0.0,29.51,30.23,3.2,11,4.4,2008,10,40,11.616666666666667,47.0,45.142857142857146,5.802380952380952,0.11857142857142855,29.307142857142857,7.385714285714286,20.428571428571427,49.142857142857146,51.285714285714285,54.285714285714285,55.857142857142854,47.42857142857143,49.285714285714285,52.285714285714285,55.0,5.783333333333333,5.766666666666667,5.75,5.733333333333333,0.11857142857142855,0.11714285714285712,0.11714285714285713,0.1457142857142857,29.28142857142857,29.292857142857144,29.344285714285714,29.387142857142855,7.071428571428571,6.571428571428571,6.314285714285715,5.085714285714286,19.285714285714285,19.714285714285715,16.285714285714285,14.857142857142858
321,682,1,2008-10-05,61,41,51.0,43,48.0,14.0,0.0,5.883333333333333,17.45,1,0.06,29.51,30.25,5.6,11,6.6,2008,10,40,11.566666666666666,44.714285714285715,43.142857142857146,5.821428571428571,0.1271428571428571,29.321428571428573,7.157142857142857,21.428571428571427,47.0,49.142857142857146,51.285714285714285,54.285714285714285,45.142857142857146,47.42857142857143,49.285714285714285,52.285714285714285,5.802380952380952,5.783333333333333,5.766666666666667,5.75,0.11857142857142855,0.11857142857142855,0.11714285714285712,0.11714285714285713,29.307142857142857,29.28142857142857,29.292857142857144,29.344285714285714,7.385714285714286,7.071428571428571,6.571428571428571,6.314285714285715,20.428571428571427,19.285714285714285,19.714285714285715,16.285714285714285
322,684,1,2008-10-06,69,54,61.5,47,54.0,3.0,0.0,5.9,17.416666666666668,0,0.0,29.49,30.23,10.5,11,10.7,2008,10,41,11.516666666666667,44.714285714285715,42.0,5.840476190476191,0.01,29.354285714285712,8.157142857142857,18.285714285714285,44.714285714285715,47.0,49.142857142857146,51.285714285714285,43.142857142857146,45.142857142857146,47.42857142857143,49.285714285714285,5.821428571428571,5.802380952380952,5.783333333333333,5.766666666666667,0.1271428571428571,0.11857142857142855,0.11857142857142855,0.11714285714285712,29.321428571428573,29.307142857142857,29.28142857142857,29.292857142857144,7.157142857142857,7.385714285714286,7.071428571428571,6.571428571428571,21.428571428571427,20.428571428571427,19.285714285714285,19.714285714285715
323,686,1,2008-10-07,63,56,59.5,52,56.0,5.0,0.0,5.916666666666667,17.4,1,0.8,29.24,30.01,10.3,13,11.3,2008,10,41,11.48333333333333,45.857142857142854,43.142857142857146,5.859523809523809,0.1242857142857143,29.35857142857143,8.0,15.714285714285714,44.714285714285715,44.714285714285715,47.0,49.142857142857146,42.0,43.142857142857146,45.142857142857146,47.42857142857143,5.840476190476191,5.821428571428571,5.802380952380952,5.783333333333333,0.01,0.1271428571428571,0.11857142857142855,0.11857142857142855,29.354285714285712,29.321428571428573,29.307142857142857,29.28142857142857,8.157142857142857,7.157142857142857,7.385714285714286,7.071428571428571,18.285714285714285,21.428571428571427,20.428571428571427,19.285714285714285
324,688,1,2008-10-08,64,50,57.0,51,54.0,8.0,0.0,5.933333333333334,17.366666666666667,1,0.19,29.13,29.85,7.5,26,8.1,2008,10,41,11.433333333333334,46.42857142857143,44.714285714285715,5.878571428571428,0.15142857142857144,29.342857142857145,7.471428571428571,14.714285714285714,45.857142857142854,44.714285714285715,44.714285714285715,47.0,43.142857142857146,42.0,43.142857142857146,45.142857142857146,5.859523809523809,5.840476190476191,5.821428571428571,5.802380952380952,0.1242857142857143,0.01,0.1271428571428571,0.11857142857142855,29.35857142857143,29.354285714285712,29.321428571428573,29.307142857142857,8.0,8.157142857142857,7.157142857142857,7.385714285714286,15.714285714285714,18.285714285714285,21.428571428571427,20.428571428571427
325,690,1,2008-10-09,69,47,58.0,38,49.0,7.0,0.0,5.95,17.333333333333332,0,0.0,29.36,30.05,5.5,29,5.8,2008,10,41,11.383333333333333,47.142857142857146,44.42857142857143,5.897619047619047,0.15142857142857144,29.368571428571425,7.014285714285714,14.857142857142858,46.42857142857143,45.857142857142854,44.714285714285715,44.714285714285715,44.714285714285715,43.142857142857146,42.0,43.142857142857146,5.878571428571428,5.859523809523809,5.840476190476191,5.821428571428571,0.15142857142857144,0.1242857142857143,0.01,0.1271428571428571,29.342857142857145,29.35857142857143,29.354285714285712,29.321428571428573,7.471428571428571,8.0,8.157142857142857,7.157142857142857,14.714285714285714,15.714285714285714,18.285714285714285,21.428571428571427
326,692,1,2008-10-10,72,42,57.0,42,50.0,8.0,0.0,5.966666666666667,17.316666666666666,0,0.0,29.47,30.18,4.8,11,6.7,2008,10,41,11.35,46.857142857142854,44.42857142857143,5.916666666666667,0.15,29.387142857142855,6.771428571428571,16.0,47.142857142857146,46.42857142857143,45.857142857142854,44.714285714285715,44.42857142857143,44.714285714285715,43.142857142857146,42.0,5.897619047619047,5.878571428571428,5.859523809523809,5.840476190476191,0.15142857142857144,0.15142857142857144,0.1242857142857143,0.01,29.368571428571425,29.342857142857145,29.35857142857143,29.354285714285712,7.014285714285714,7.471428571428571,8.0,8.157142857142857,14.857142857142858,14.714285714285714,15.714285714285714,18.285714285714285
327,694,1,2008-10-11,79,51,65.0,50,57.0,0.0,0.0,5.983333333333333,17.283333333333335,0,0.0,29.52,30.24,4.2,14,5.0,2008,10,41,11.3,48.714285714285715,46.142857142857146,5.9333333333333345,0.15,29.388571428571428,6.914285714285714,16.428571428571427,46.857142857142854,47.142857142857146,46.42857142857143,45.857142857142854,44.42857142857143,44.42857142857143,44.714285714285715,43.142857142857146,5.916666666666667,5.897619047619047,5.878571428571428,5.859523809523809,0.15,0.15142857142857144,0.15142857142857144,0.1242857142857143,29.387142857142855,29.368571428571425,29.342857142857145,29.35857142857143,6.771428571428571,7.014285714285714,7.471428571428571,8.0,16.0,14.857142857142858,14.714285714285714,15.714285714285714
328,696,1,2008-10-12,84,57,70.5,56,61.0,0.0,6.0,6.0,17.25,1,0.0,29.55,30.27,4.3,15,5.1,2008,10,41,11.25,51.0,48.0,5.950000000000001,0.14142857142857146,29.39428571428571,6.728571428571429,17.0,48.714285714285715,46.857142857142854,47.142857142857146,46.42857142857143,46.142857142857146,44.42857142857143,44.42857142857143,44.714285714285715,5.9333333333333345,5.916666666666667,5.897619047619047,5.878571428571428,0.15,0.15,0.15142857142857144,0.15142857142857144,29.388571428571428,29.387142857142855,29.368571428571425,29.342857142857145,6.914285714285714,6.771428571428571,7.014285714285714,7.471428571428571,16.428571428571427,16.0,14.857142857142858,14.714285714285714
329,698,1,2008-10-13,77,61,69.0,58,63.0,0.0,4.0,6.033333333333333,17.233333333333334,0,0.0,29.47,30.21,7.7,20,8.1,2008,10,42,11.2,52.0,49.57142857142857,5.969047619047619,0.14142857142857146,29.391428571428573,6.328571428571428,18.285714285714285,51.0,48.714285714285715,46.857142857142854,47.142857142857146,48.0,46.142857142857146,44.42857142857143,44.42857142857143,5.950000000000001,5.9333333333333345,5.916666666666667,5.897619047619047,0.14142857142857146,0.15,0.15,0.15142857142857144,29.39428571428571,29.388571428571428,29.387142857142855,29.368571428571425,6.728571428571429,6.914285714285714,6.771428571428571,7.014285714285714,17.0,16.428571428571427,16.0,14.857142857142858
330,700,1,2008-10-14,69,53,61.0,43,51.0,4.0,0.0,6.05,17.2,1,0.0,29.49,30.22,2.0,30,6.8,2008,10,42,11.15,51.57142857142857,48.285714285714285,5.988095238095238,0.02714285714285716,29.427142857142854,5.142857142857143,20.714285714285715,52.0,51.0,48.714285714285715,46.857142857142854,49.57142857142857,48.0,46.142857142857146,44.42857142857143,5.969047619047619,5.950000000000001,5.9333333333333345,5.916666666666667,0.14142857142857146,0.14142857142857146,0.15,0.15,29.391428571428573,29.39428571428571,29.388571428571428,29.387142857142855,6.328571428571428,6.728571428571429,6.914285714285714,6.771428571428571,18.285714285714285,17.0,16.428571428571427,16.0
331,702,1,2008-10-15,63,47,55.0,50,53.0,10.0,0.0,6.066666666666666,17.183333333333334,1,0.3,29.34,30.06,4.2,32,6.3,2008,10,42,11.116666666666667,51.142857142857146,48.142857142857146,6.007142857142858,0.04285714285714287,29.457142857142856,4.671428571428572,21.571428571428573,51.57142857142857,52.0,51.0,48.714285714285715,48.285714285714285,49.57142857142857,48.0,46.142857142857146,5.988095238095238,5.969047619047619,5.950000000000001,5.9333333333333345,0.02714285714285716,0.14142857142857146,0.14142857142857146,0.15,29.427142857142854,29.391428571428573,29.39428571428571,29.388571428571428,5.142857142857143,6.328571428571428,6.728571428571429,6.914285714285714,20.714285714285715,18.285714285714285,17.0,16.428571428571427
332,704,1,2008-10-16,59,43,51.0,38,44.0,14.0,0.0,6.083333333333333,17.15,0,0.0,29.52,30.25,6.1,35,7.5,2008,10,42,11.066666666666666,50.57142857142857,48.142857142857146,6.026190476190476,0.04285714285714287,29.48,4.757142857142857,22.428571428571427,51.142857142857146,51.57142857142857,52.0,51.0,48.142857142857146,48.285714285714285,49.57142857142857,48.0,6.007142857142858,5.988095238095238,5.969047619047619,5.950000000000001,0.04285714285714287,0.02714285714285716,0.14142857142857146,0.14142857142857146,29.457142857142856,29.427142857142854,29.391428571428573,29.39428571428571,4.671428571428572,5.142857142857143,6.328571428571428,6.728571428571429,21.571428571428573,20.714285714285715,18.285714285714285,17.0
333,706,1,2008-10-17,57,43,50.0,39,44.0,15.0,0.0,6.1,17.116666666666667,0,0.0,29.53,30.26,6.2,36,7.2,2008,10,42,11.016666666666667,50.714285714285715,47.714285714285715,6.045238095238095,0.04285714285714287,29.48857142857143,4.957142857142857,26.0,50.57142857142857,51.142857142857146,51.57142857142857,52.0,48.142857142857146,48.142857142857146,48.285714285714285,49.57142857142857,6.026190476190476,6.007142857142858,5.988095238095238,5.969047619047619,0.04285714285714287,0.04285714285714287,0.02714285714285716,0.14142857142857146,29.48,29.457142857142856,29.427142857142854,29.391428571428573,4.757142857142857,4.671428571428572,5.142857142857143,6.328571428571428,22.428571428571427,21.571428571428573,20.714285714285715,18.285714285714285
334,708,1,2008-10-18,60,43,51.5,40,45.0,13.0,0.0,6.116666666666666,17.1,1,0.05,29.58,30.32,2.1,7,6.1,2008,10,42,10.983333333333334,49.57142857142857,46.285714285714285,6.064285714285714,0.05000000000000001,29.497142857142855,4.6571428571428575,25.0,50.714285714285715,50.57142857142857,51.142857142857146,51.57142857142857,47.714285714285715,48.142857142857146,48.142857142857146,48.285714285714285,6.045238095238095,6.026190476190476,6.007142857142858,5.988095238095238,0.04285714285714287,0.04285714285714287,0.04285714285714287,0.02714285714285716,29.48857142857143,29.48,29.457142857142856,29.427142857142854,4.957142857142857,4.757142857142857,4.671428571428572,5.142857142857143,26.0,22.428571428571427,21.571428571428573,20.714285714285715
335,710,1,2008-10-19,62,40,51.0,37,45.0,14.0,0.0,6.133333333333334,17.066666666666666,0,0.0,29.49,30.24,12.0,19,12.4,2008,10,42,10.933333333333334,47.142857142857146,43.57142857142857,6.083333333333333,0.05000000000000001,29.48857142857143,5.757142857142857,25.571428571428573,49.57142857142857,50.714285714285715,50.57142857142857,51.142857142857146,46.285714285714285,47.714285714285715,48.142857142857146,48.142857142857146,6.064285714285714,6.045238095238095,6.026190476190476,6.007142857142858,0.05000000000000001,0.04285714285714287,0.04285714285714287,0.04285714285714287,29.497142857142855,29.48857142857143,29.48,29.457142857142856,4.6571428571428575,4.957142857142857,4.757142857142857,4.671428571428572,25.0,26.0,22.428571428571427,21.571428571428573
336,712,1,2008-10-20,55,43,49.0,42,46.0,16.0,0.0,6.166666666666667,17.05,1,0.18,29.48,30.21,4.0,31,7.6,2008,10,43,10.883333333333333,44.57142857142857,41.285714285714285,6.102380952380953,0.07571428571428572,29.49,5.228571428571428,27.142857142857142,47.142857142857146,49.57142857142857,50.714285714285715,50.57142857142857,43.57142857142857,46.285714285714285,47.714285714285715,48.142857142857146,6.083333333333333,6.064285714285714,6.045238095238095,6.026190476190476,0.05000000000000001,0.05000000000000001,0.04285714285714287,0.04285714285714287,29.48857142857143,29.497142857142855,29.48857142857143,29.48,5.757142857142857,4.6571428571428575,4.957142857142857,4.757142857142857,25.571428571428573,25.0,26.0,22.428571428571427
337,714,1,2008-10-21,55,38,46.5,35,42.0,18.0,0.0,6.183333333333334,17.016666666666666,0,0.0,29.64,30.37,7.1,2,8.7,2008,10,43,10.833333333333332,42.42857142857143,40.142857142857146,6.121428571428572,0.07571428571428572,29.511428571428574,5.957142857142856,23.142857142857142,44.57142857142857,47.142857142857146,49.57142857142857,50.714285714285715,41.285714285714285,43.57142857142857,46.285714285714285,47.714285714285715,6.102380952380953,6.083333333333333,6.064285714285714,6.045238095238095,0.07571428571428572,0.05000000000000001,0.05000000000000001,0.04285714285714287,29.49,29.48857142857143,29.497142857142855,29.48857142857143,5.228571428571428,5.757142857142857,4.6571428571428575,4.957142857142857,27.142857142857142,25.571428571428573,25.0,26.0
338,716,1,2008-10-22,52,35,43.5,30,40.0,21.0,0.0,6.2,16.983333333333334,0,0.0,29.65,30.39,12.1,12,13.1,2008,10,43,10.783333333333337,40.714285714285715,37.285714285714285,6.140476190476191,0.03285714285714287,29.555714285714284,7.085714285714286,20.285714285714285,42.42857142857143,44.57142857142857,47.142857142857146,49.57142857142857,40.142857142857146,41.285714285714285,43.57142857142857,46.285714285714285,6.121428571428572,6.102380952380953,6.083333333333333,6.064285714285714,0.07571428571428572,0.07571428571428572,0.05000000000000001,0.05000000000000001,29.511428571428574,29.49,29.48857142857143,29.497142857142855,5.957142857142856,5.228571428571428,5.757142857142857,4.6571428571428575,23.142857142857142,27.142857142857142,25.571428571428573,25.0
339,718,1,2008-10-23,58,41,49.5,36,44.0,15.0,0.0,6.216666666666667,16.966666666666665,1,0.16,29.5,30.27,11.5,12,11.8,2008,10,43,10.749999999999998,40.42857142857143,37.0,6.15952380952381,0.05571428571428573,29.55285714285714,7.857142857142857,17.0,40.714285714285715,42.42857142857143,44.57142857142857,47.142857142857146,37.285714285714285,40.142857142857146,41.285714285714285,43.57142857142857,6.140476190476191,6.121428571428572,6.102380952380953,6.083333333333333,0.03285714285714287,0.07571428571428572,0.07571428571428572,0.05000000000000001,29.555714285714284,29.511428571428574,29.49,29.48857142857143,7.085714285714286,5.957142857142856,5.228571428571428,5.757142857142857,20.285714285714285,23.142857142857142,27.142857142857142,25.571428571428573
340,720,1,2008-10-24,54,44,49.0,44,47.0,16.0,0.0,6.233333333333333,16.95,1,0.32,29.18,29.96,5.3,19,6.1,2008,10,43,10.716666666666663,40.57142857142857,37.714285714285715,6.178571428571429,0.10142857142857144,29.502857142857142,7.728571428571428,14.571428571428571,40.42857142857143,40.714285714285715,42.42857142857143,44.57142857142857,37.0,37.285714285714285,40.142857142857146,41.285714285714285,6.15952380952381,6.140476190476191,6.121428571428572,6.102380952380953,0.05571428571428573,0.03285714285714287,0.07571428571428572,0.07571428571428572,29.55285714285714,29.555714285714284,29.511428571428574,29.49,7.857142857142857,7.085714285714286,5.957142857142856,5.228571428571428,17.0,20.285714285714285,23.142857142857142,27.142857142857142
341,722,1,2008-10-25,53,43,48.0,40,44.0,17.0,0.0,6.266666666666667,16.933333333333334,1,0.0,29.02,29.77,11.9,22,12.3,2008,10,43,10.666666666666668,40.57142857142857,37.714285714285715,6.2,0.09428571428571429,29.422857142857143,9.12857142857143,16.714285714285715,40.57142857142857,40.42857142857143,40.714285714285715,42.42857142857143,37.714285714285715,37.0,37.285714285714285,40.142857142857146,6.178571428571429,6.15952380952381,6.140476190476191,6.121428571428572,0.10142857142857144,0.05571428571428573,0.03285714285714287,0.07571428571428572,29.502857142857142,29.55285714285714,29.555714285714284,29.511428571428574,7.728571428571428,7.857142857142857,7.085714285714286,5.957142857142856,14.571428571428571,17.0,20.285714285714285,23.142857142857142
342,724,1,2008-10-26,56,37,46.5,32,41.0,18.0,0.0,6.283333333333333,16.9,1,0.0,29.1,29.8,17.2,27,17.8,2008,10,43,10.616666666666664,40.142857142857146,37.0,6.221428571428572,0.09428571428571429,29.367142857142856,9.87142857142857,17.857142857142858,40.57142857142857,40.57142857142857,40.42857142857143,40.714285714285715,37.714285714285715,37.714285714285715,37.0,37.285714285714285,6.2,6.178571428571429,6.15952380952381,6.140476190476191,0.09428571428571429,0.10142857142857144,0.05571428571428573,0.03285714285714287,29.422857142857143,29.502857142857142,29.55285714285714,29.555714285714284,9.12857142857143,7.728571428571428,7.857142857142857,7.085714285714286,16.714285714285715,14.571428571428571,17.0,20.285714285714285
343,726,1,2008-10-27,47,33,40.0,27,35.0,25.0,0.0,6.3,16.883333333333333,0,0.0,29.51,30.2,13.7,31,14.4,2008,10,44,10.583333333333332,38.714285714285715,34.857142857142854,6.240476190476191,0.06857142857142859,29.37142857142857,11.257142857142856,17.857142857142858,40.142857142857146,40.57142857142857,40.57142857142857,40.42857142857143,37.0,37.714285714285715,37.714285714285715,37.0,6.221428571428572,6.2,6.178571428571429,6.15952380952381,0.09428571428571429,0.09428571428571429,0.10142857142857144,0.05571428571428573,29.367142857142856,29.422857142857143,29.502857142857142,29.55285714285714,9.87142857142857,9.12857142857143,7.728571428571428,7.857142857142857,17.857142857142858,16.714285714285715,14.571428571428571,17.0
344,728,1,2008-10-28,45,31,38.0,23,33.0,27.0,0.0,6.316666666666666,16.85,0,0.0,29.54,30.29,10.5,30,10.9,2008,10,44,10.533333333333337,37.714285714285715,33.142857142857146,6.259523809523809,0.06857142857142859,29.357142857142858,11.742857142857142,21.857142857142858,38.714285714285715,40.142857142857146,40.57142857142857,40.57142857142857,34.857142857142854,37.0,37.714285714285715,37.714285714285715,6.240476190476191,6.221428571428572,6.2,6.178571428571429,0.06857142857142859,0.09428571428571429,0.09428571428571429,0.10142857142857144,29.37142857142857,29.367142857142856,29.422857142857143,29.502857142857142,11.257142857142856,9.87142857142857,9.12857142857143,7.728571428571428,17.857142857142858,17.857142857142858,16.714285714285715,14.571428571428571
345,730,1,2008-10-29,51,32,41.5,24,34.0,23.0,0.0,6.333333333333333,16.833333333333332,0,0.0,29.47,30.21,3.7,32,6.2,2008,10,44,10.5,37.285714285714285,32.285714285714285,6.278571428571428,0.06857142857142859,29.331428571428575,10.542857142857143,24.714285714285715,37.714285714285715,38.714285714285715,40.142857142857146,40.57142857142857,33.142857142857146,34.857142857142854,37.0,37.714285714285715,6.259523809523809,6.240476190476191,6.221428571428572,6.2,0.06857142857142859,0.06857142857142859,0.09428571428571429,0.09428571428571429,29.357142857142858,29.37142857142857,29.367142857142856,29.422857142857143,11.742857142857142,11.257142857142856,9.87142857142857,9.12857142857143,21.857142857142858,17.857142857142858,17.857142857142858,16.714285714285715
346,732,1,2008-10-30,62,31,46.5,32,41.0,18.0,0.0,6.366666666666666,16.816666666666666,0,0.0,29.57,30.31,10.5,19,10.4,2008,10,44,10.45,35.857142857142854,31.714285714285715,6.3,0.04571428571428572,29.341428571428573,10.4,25.714285714285715,37.285714285714285,37.714285714285715,38.714285714285715,40.142857142857146,32.285714285714285,33.142857142857146,34.857142857142854,37.0,6.278571428571428,6.259523809523809,6.240476190476191,6.221428571428572,0.06857142857142859,0.06857142857142859,0.06857142857142859,0.09428571428571429,29.331428571428575,29.357142857142858,29.37142857142857,29.367142857142856,10.542857142857143,11.742857142857142,11.257142857142856,9.87142857142857,24.714285714285715,21.857142857142858,17.857142857142858,17.857142857142858
347,734,1,2008-10-31,70,48,59.0,46,51.0,6.0,0.0,6.383333333333334,16.783333333333335,0,0.0,29.57,30.3,5.7,22,7.4,2008,10,44,10.400000000000002,36.42857142857143,32.0,6.321428571428571,1.586032892321652e-17,29.397142857142857,10.457142857142857,26.142857142857142,35.857142857142854,37.285714285714285,37.714285714285715,38.714285714285715,31.714285714285715,32.285714285714285,33.142857142857146,34.857142857142854,6.3,6.278571428571428,6.259523809523809,6.240476190476191,0.04571428571428572,0.06857142857142859,0.06857142857142859,0.06857142857142859,29.341428571428573,29.331428571428575,29.357142857142858,29.37142857142857,10.4,10.542857142857143,11.742857142857142,11.257142857142856,25.714285714285715,24.714285714285715,21.857142857142858,17.857142857142858
348,756,1,2009-05-11,61,39,50.0,35,44.0,15.0,0.0,4.6,18.98333333333333,0,0.0,29.47,30.2,0.7,8,4.6,2009,5,20,14.383333333333336,47.714285714285715,44.857142857142854,4.6571428571428575,0.12571428571428572,29.184285714285718,5.371428571428572,20.714285714285715,48.285714285714285,48.714285714285715,48.42857142857143,47.42857142857143,44.714285714285715,44.0,42.42857142857143,40.57142857142857,4.6761904761904765,4.697619047619048,4.719047619047619,4.740476190476191,0.12571428571428572,0.12571428571428572,0.12571428571428572,0.12571428571428572,29.16142857142857,29.13,29.132857142857144,29.178571428571427,6.2,6.085714285714286,6.371428571428572,6.871428571428572,20.857142857142858,20.285714285714285,19.857142857142858,21.0
349,758,1,2009-05-12,71,39,55.0,34,47.0,10.0,0.0,4.583333333333333,19.016666666666666,0,0.0,29.38,30.13,9.5,16,9.6,2009,5,20,14.433333333333334,46.285714285714285,44.0,4.6380952380952385,0.12571428571428572,29.20714285714286,5.942857142857143,21.142857142857142,47.714285714285715,48.285714285714285,48.714285714285715,48.42857142857143,44.857142857142854,44.714285714285715,44.0,42.42857142857143,4.6571428571428575,4.6761904761904765,4.697619047619048,4.719047619047619,0.12571428571428572,0.12571428571428572,0.12571428571428572,0.12571428571428572,29.184285714285718,29.16142857142857,29.13,29.132857142857144,5.371428571428572,6.2,6.085714285714286,6.371428571428572,20.714285714285715,20.857142857142858,20.285714285714285,19.857142857142858
350,760,1,2009-05-13,70,53,61.5,56,58.0,3.0,0.0,4.566666666666666,19.03333333333333,1,0.55,29.01,29.76,14.4,19,16.4,2009,5,20,14.466666666666669,46.57142857142857,44.714285714285715,4.6190476190476195,0.10857142857142857,29.201428571428572,7.071428571428571,21.142857142857142,46.285714285714285,47.714285714285715,48.285714285714285,48.714285714285715,44.0,44.857142857142854,44.714285714285715,44.0,4.6380952380952385,4.6571428571428575,4.6761904761904765,4.697619047619048,0.12571428571428572,0.12571428571428572,0.12571428571428572,0.12571428571428572,29.20714285714286,29.184285714285718,29.16142857142857,29.13,5.942857142857143,5.371428571428572,6.2,6.085714285714286,21.142857142857142,20.714285714285715,20.857142857142858,20.285714285714285
