Station,Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,Wet_NoWet,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Year,Month,WeekofYear,Daylight_Hours,Weekly_Tavg,Weekly_WetBulb,Weekly_AvgSpeed,Weekly_Daylight_Hours,Weekly_Tavg_lag1,Weekly_Tavg_lag2,Weekly_Tavg_lag3,Weekly_Tavg_lag4,Weekly_WetBulb_lag1,Weekly_WetBulb_lag2,Weekly_WetBulb_lag3,Weekly_WetBulb_lag4,Weekly_AvgSpeed_lag1,Weekly_AvgSpeed_lag2,Weekly_AvgSpeed_lag3,Weekly_AvgSpeed_lag4,Weekly_Daylight_Hours_lag1,Weekly_Daylight_Hours_lag2,Weekly_Daylight_Hours_lag3,Weekly_Daylight_Hours_lag4
1,2008-06-14,84,59,71.5,53,61.0,0.0,7.0,4.266666666666667,19.466666666666665,0,0.0,29.23,29.94,8.3,24,8.8,2008,6,24,15.2,76.07142857142857,65.71428571428571,11.614285714285716,15.178571428571429,75.85714285714286,75.14285714285714,74.57142857142857,72.78571428571429,66.0,65.28571428571429,65.28571428571429,64.71428571428571,11.842857142857142,11.671428571428573,11.514285714285714,10.457142857142857,15.171428571428574,15.16904761904762,15.164285714285715,15.161904761904763
2,2008-06-14,84,61,72.5,52,62.0,0.0,8.0,4.266666666666667,19.45,0,0.0,29.29,29.92,8.7,24,9.3,2008,6,24,15.183333333333334,75.92857142857143,65.42857142857143,11.514285714285716,15.18095238095238,76.07142857142857,75.85714285714286,75.14285714285714,74.57142857142857,65.71428571428571,66.0,65.28571428571429,65.28571428571429,11.614285714285716,11.842857142857142,11.671428571428573,11.514285714285714,15.178571428571429,15.171428571428574,15.16904761904762,15.164285714285715
1,2008-06-15,81,61,71.0,60,64.0,0.0,6.0,4.266666666666667,19.466666666666665,1,0.18,29.15,29.84,8.1,24,9.8,2008,6,24,15.2,75.21428571428571,65.42857142857143,11.428571428571429,15.185714285714285,75.92857142857143,76.07142857142857,75.85714285714286,75.14285714285714,65.42857142857143,65.71428571428571,66.0,65.28571428571429,11.514285714285716,11.614285714285716,11.842857142857142,11.671428571428573,15.18095238095238,15.178571428571429,15.171428571428574,15.16904761904762
2,2008-06-15,82,60,71.0,60,64.0,0.0,6.0,4.266666666666667,19.466666666666665,1,0.29,29.23,29.83,8.4,24,9.7,2008,6,24,15.2,73.64285714285714,64.71428571428571,10.485714285714286,15.18809523809524,75.21428571428571,75.92857142857143,76.07142857142857,75.85714285714286,65.42857142857143,65.42857142857143,65.71428571428571,66.0,11.428571428571429,11.514285714285716,11.614285714285716,11.842857142857142,15.185714285714285,15.18095238095238,15.178571428571429,15.171428571428574
1,2008-06-16,72,59,65.5,49,57.0,0.0,1.0,4.266666666666667,19.483333333333334,0,0.0,29.2,29.91,10.7,31,11.2,2008,6,25,15.216666666666669,71.28571428571429,62.857142857142854,9.928571428571429,15.195238095238096,73.64285714285714,75.21428571428571,75.92857142857143,76.07142857142857,64.71428571428571,65.42857142857143,65.42857142857143,65.71428571428571,10.485714285714286,11.428571428571429,11.514285714285716,11.614285714285716,15.18809523809524,15.185714285714285,15.18095238095238,15.178571428571429
2,2008-06-16,74,60,67.0,49,57.0,0.0,2.0,4.266666666666667,19.466666666666665,0,0.0,29.25,29.89,10.8,31,11.5,2008,6,25,15.2,70.35714285714286,61.57142857142857,10.157142857142857,15.197619047619046,71.28571428571429,73.64285714285714,75.21428571428571,75.92857142857143,62.857142857142854,64.71428571428571,65.42857142857143,65.42857142857143,9.928571428571429,10.485714285714286,11.428571428571429,11.514285714285716,15.195238095238096,15.18809523809524,15.185714285714285,15.18095238095238
1,2008-06-17,76,55,65.5,46,55.0,0.0,1.0,4.266666666666667,19.483333333333334,0,0.0,29.26,29.97,10.7,30,11.2,2008,6,25,15.216666666666669,69.14285714285714,60.0,10.214285714285714,15.20238095238095,70.35714285714286,71.28571428571429,73.64285714285714,75.21428571428571,61.57142857142857,62.857142857142854,64.71428571428571,65.42857142857143,10.157142857142857,9.928571428571429,10.485714285714286,11.428571428571429,15.197619047619046,15.195238095238096,15.18809523809524,15.185714285714285
2,2008-06-17,76,56,66.0,46,55.0,0.0,1.0,4.266666666666667,19.466666666666665,0,0.0,29.32,29.96,10.2,30,10.8,2008,6,25,15.2,68.35714285714286,59.142857142857146,10.5,15.202380952380953,69.14285714285714,70.35714285714286,71.28571428571429,73.64285714285714,60.0,61.57142857142857,62.857142857142854,64.71428571428571,10.214285714285714,10.157142857142857,9.928571428571429,10.485714285714286,15.20238095238095,15.197619047619046,15.195238095238096,15.18809523809524
1,2008-06-18,77,56,66.5,48,56.0,0.0,2.0,4.266666666666667,19.483333333333334,0,0.0,29.21,29.92,4.8,3,7.3,2008,6,25,15.216666666666669,67.5,58.285714285714285,10.214285714285714,15.207142857142857,68.35714285714286,69.14285714285714,70.35714285714286,71.28571428571429,59.142857142857146,60.0,61.57142857142857,62.857142857142854,10.5,10.214285714285714,10.157142857142857,9.928571428571429,15.202380952380953,15.20238095238095,15.197619047619046,15.195238095238096
2,2008-06-18,75,58,66.5,49,56.0,0.0,2.0,4.266666666666667,19.483333333333334,0,0.0,29.26,29.91,5.0,5,7.5,2008,6,25,15.216666666666669,66.85714285714286,57.142857142857146,9.885714285714286,15.20952380952381,67.5,68.35714285714286,69.14285714285714,70.35714285714286,58.285714285714285,59.142857142857146,60.0,61.57142857142857,10.214285714285714,10.5,10.214285714285714,10.157142857142857,15.207142857142857,15.202380952380953,15.20238095238095,15.197619047619046
1,2008-06-19,81,52,66.5,46,56.0,0.0,2.0,4.266666666666667,19.5,0,0.0,29.21,29.93,1.8,25,5.1,2008,6,25,15.233333333333334,66.21428571428571,56.0,9.228571428571428,15.214285714285714,66.85714285714286,67.5,68.35714285714286,69.14285714285714,57.142857142857146,58.285714285714285,59.142857142857146,60.0,9.885714285714286,10.214285714285714,10.5,10.214285714285714,15.20952380952381,15.207142857142857,15.202380952380953,15.20238095238095
2,2008-06-19,80,55,67.5,47,57.0,0.0,3.0,4.266666666666667,19.483333333333334,0,0.0,29.27,29.92,1.5,14,5.4,2008,6,25,15.216666666666669,66.5,56.0,8.4,15.214285714285714,66.21428571428571,66.85714285714286,67.5,68.35714285714286,56.0,57.142857142857146,58.285714285714285,59.142857142857146,9.228571428571428,9.885714285714286,10.214285714285714,10.5,15.214285714285714,15.20952380952381,15.207142857142857,15.202380952380953
1,2008-06-20,82,58,70.0,53,60.0,0.0,5.0,4.266666666666667,19.5,1,0.09,29.25,29.96,6.7,22,7.9,2008,6,25,15.233333333333334,66.92857142857143,56.42857142857143,7.885714285714286,15.21904761904762,66.5,66.21428571428571,66.85714285714286,67.5,56.0,56.0,57.142857142857146,58.285714285714285,8.4,9.228571428571428,9.885714285714286,10.214285714285714,15.214285714285714,15.214285714285714,15.20952380952381,15.207142857142857
2,2008-06-20,83,60,71.5,52,59.0,0.0,7.0,4.266666666666667,19.483333333333334,1,0.04,29.3,29.95,6.5,23,7.2,2008,6,25,15.216666666666669,67.78571428571429,57.0,7.314285714285714,15.21904761904762,66.92857142857143,66.5,66.21428571428571,66.85714285714286,56.42857142857143,56.0,56.0,57.142857142857146,7.885714285714286,8.4,9.228571428571428,9.885714285714286,15.21904761904762,15.214285714285714,15.214285714285714,15.20952380952381
1,2008-06-21,82,61,71.5,52,61.0,0.0,7.0,4.266666666666667,19.5,0,0.01,29.24,29.95,7.1,29,7.8,2008,6,25,15.233333333333334,68.57142857142857,57.857142857142854,6.885714285714286,15.223809523809525,67.78571428571429,66.92857142857143,66.5,66.21428571428571,57.0,56.42857142857143,56.0,56.0,7.314285714285714,7.885714285714286,8.4,9.228571428571428,15.21904761904762,15.21904761904762,15.214285714285714,15.214285714285714
2,2008-06-21,83,62,72.5,53,61.0,0.0,8.0,4.283333333333333,19.483333333333334,1,0.01,29.29,29.93,5.6,29,6.9,2008,6,25,15.200000000000001,69.42857142857143,58.57142857142857,6.828571428571429,15.221428571428573,68.57142857142857,67.78571428571429,66.92857142857143,66.5,57.857142857142854,57.0,56.42857142857143,56.0,6.885714285714286,7.314285714285714,7.885714285714286,8.4,15.223809523809525,15.21904761904762,15.21904761904762,15.214285714285714
1,2008-06-22,82,57,69.5,52,59.0,0.0,5.0,4.283333333333333,19.516666666666666,1,0.16,29.18,29.89,2.9,31,5.1,2008,6,25,15.233333333333333,69.85714285714286,59.0,6.485714285714287,15.223809523809525,69.42857142857143,68.57142857142857,67.78571428571429,66.92857142857143,58.57142857142857,57.857142857142854,57.0,56.42857142857143,6.828571428571429,6.885714285714286,7.314285714285714,7.885714285714286,15.221428571428573,15.223809523809525,15.21904761904762,15.21904761904762
2,2008-06-22,81,61,71.0,53,60.0,0.0,6.0,4.283333333333333,19.483333333333334,1,0.02,29.23,29.87,1.5,34,4.4,2008,6,25,15.200000000000001,70.5,59.57142857142857,6.385714285714286,15.21904761904762,69.85714285714286,69.42857142857143,68.57142857142857,67.78571428571429,59.0,58.57142857142857,57.857142857142854,57.0,6.485714285714287,6.828571428571429,6.885714285714286,7.314285714285714,15.223809523809525,15.221428571428573,15.223809523809525,15.21904761904762
1,2008-06-23,77,56,66.5,54,59.0,0.0,2.0,4.283333333333333,19.516666666666666,0,0.0,29.33,30.04,3.9,4,6.4,2008,6,26,15.233333333333333,70.35714285714286,59.857142857142854,6.528571428571429,15.221428571428573,70.5,69.85714285714286,69.42857142857143,68.57142857142857,59.57142857142857,59.0,58.57142857142857,57.857142857142854,6.385714285714286,6.485714285714287,6.828571428571429,6.885714285714286,15.21904761904762,15.223809523809525,15.221428571428573,15.223809523809525
2,2008-06-23,76,57,66.5,54,59.0,0.0,2.0,4.283333333333333,19.5,0,0.0,29.38,30.03,3.8,3,6.4,2008,6,26,15.216666666666667,69.85714285714286,59.714285714285715,6.314285714285714,15.219047619047618,70.35714285714286,70.5,69.85714285714286,69.42857142857143,59.857142857142854,59.57142857142857,59.0,58.57142857142857,6.528571428571429,6.385714285714286,6.485714285714287,6.828571428571429,15.221428571428573,15.21904761904762,15.223809523809525,15.221428571428573
1,2008-06-24,82,55,68.5,53,60.0,0.0,4.0,4.283333333333333,19.516666666666666,0,0.0,29.44,30.15,5.1,18,5.8,2008,6,26,15.233333333333333,69.42857142857143,59.857142857142854,6.114285714285715,15.221428571428572,69.85714285714286,70.35714285714286,70.5,69.85714285714286,59.714285714285715,59.857142857142854,59.57142857142857,59.0,6.314285714285714,6.528571428571429,6.385714285714286,6.485714285714287,15.219047619047618,15.221428571428573,15.21904761904762,15.223809523809525
2,2008-06-24,82,57,69.5,52,60.0,0.0,5.0,4.283333333333333,19.5,0,0.0,29.49,30.13,4.3,18,5.4,2008,6,26,15.216666666666667,69.14285714285714,59.714285714285715,5.771428571428571,15.219047619047618,69.42857142857143,69.85714285714286,70.35714285714286,70.5,59.857142857142854,59.714285714285715,59.857142857142854,59.57142857142857,6.114285714285715,6.314285714285714,6.528571428571429,6.385714285714286,15.221428571428572,15.219047619047618,15.221428571428573,15.21904761904762
1,2008-06-25,79,66,72.5,64,67.0,0.0,8.0,4.283333333333333,19.516666666666666,1,0.08,29.28,29.99,8.0,22,9.3,2008,6,26,15.233333333333333,69.14285714285714,60.57142857142857,6.114285714285714,15.223809523809523,69.14285714285714,69.42857142857143,69.85714285714286,70.35714285714286,59.714285714285715,59.857142857142854,59.714285714285715,59.857142857142854,5.771428571428571,6.114285714285715,6.314285714285714,6.528571428571429,15.219047619047618,15.221428571428572,15.219047619047618,15.221428571428573
2,2008-06-25,79,67,73.0,65,68.0,0.0,8.0,4.3,19.5,1,0.11,29.34,29.98,7.5,21,8.5,2008,6,26,15.2,69.64285714285714,61.857142857142854,6.6000000000000005,15.219047619047618,69.14285714285714,69.14285714285714,69.42857142857143,69.85714285714286,60.57142857142857,59.714285714285715,59.857142857142854,59.714285714285715,6.114285714285714,5.771428571428571,6.114285714285715,6.314285714285714,15.223809523809523,15.219047619047618,15.221428571428572,15.219047619047618
1,2008-06-26,86,70,78.0,66,70.0,0.0,13.0,4.3,19.516666666666666,1,0.0,29.15,29.86,6.3,26,7.3,2008,6,26,15.216666666666665,70.64285714285714,63.285714285714285,7.014285714285714,15.221428571428572,69.64285714285714,69.14285714285714,69.14285714285714,69.42857142857143,61.857142857142854,60.57142857142857,59.714285714285715,59.857142857142854,6.6000000000000005,6.114285714285714,5.771428571428571,6.114285714285715,15.219047619047618,15.223809523809523,15.219047619047618,15.221428571428572
2,2008-06-26,87,71,79.0,67,71.0,0.0,14.0,4.3,19.5,1,0.0,29.21,29.84,6.8,25,7.8,2008,6,26,15.2,72.42857142857143,65.0,7.214285714285714,15.216666666666665,70.64285714285714,69.64285714285714,69.14285714285714,69.14285714285714,63.285714285714285,61.857142857142854,60.57142857142857,59.714285714285715,7.014285714285714,6.6000000000000005,6.114285714285714,5.771428571428571,15.221428571428572,15.219047619047618,15.223809523809523,15.219047619047618
1,2008-06-27,84,66,75.0,67,70.0,0.0,10.0,4.3,19.516666666666666,1,0.0,29.05,29.76,6.7,22,7.4,2008,6,26,15.216666666666665,73.64285714285714,66.57142857142857,7.357142857142857,15.216666666666665,72.42857142857143,70.64285714285714,69.64285714285714,69.14285714285714,65.0,63.285714285714285,61.857142857142854,60.57142857142857,7.214285714285714,7.014285714285714,6.6000000000000005,6.114285714285714,15.216666666666665,15.221428571428572,15.219047619047618,15.223809523809523
2,2008-06-27,85,69,77.0,67,70.0,0.0,12.0,4.316666666666666,19.5,1,0.0,29.11,29.74,8.3,21,9.1,2008,6,26,15.183333333333334,74.85714285714286,68.0,7.828571428571428,15.20952380952381,73.64285714285714,72.42857142857143,70.64285714285714,69.64285714285714,66.57142857142857,65.0,63.285714285714285,61.857142857142854,7.357142857142857,7.214285714285714,7.014285714285714,6.6000000000000005,15.216666666666665,15.216666666666665,15.221428571428572,15.219047619047618
1,2008-06-28,83,64,73.5,55,63.0,0.0,9.0,4.316666666666666,19.516666666666666,1,0.04,28.98,29.69,12.1,25,13.2,2008,6,26,15.2,75.42857142857143,68.42857142857143,8.942857142857143,15.207142857142857,74.85714285714286,73.64285714285714,72.42857142857143,70.64285714285714,68.0,66.57142857142857,65.0,63.285714285714285,7.828571428571428,7.357142857142857,7.214285714285714,7.014285714285714,15.20952380952381,15.216666666666665,15.216666666666665,15.221428571428572
2,2008-06-28,84,66,75.0,55,63.0,0.0,10.0,4.316666666666666,19.5,1,0.0,29.05,29.68,13.3,26,14.5,2008,6,26,15.183333333333334,75.78571428571429,67.85714285714286,9.685714285714285,15.2,75.42857142857143,74.85714285714286,73.64285714285714,72.42857142857143,68.42857142857143,68.0,66.57142857142857,65.0,8.942857142857143,7.828571428571428,7.357142857142857,7.214285714285714,15.207142857142857,15.20952380952381,15.216666666666665,15.216666666666665
1,2008-06-29,75,60,67.5,58,61.0,0.0,3.0,4.316666666666666,19.516666666666666,1,0.58,29.08,29.77,7.3,31,9.7,2008,6,26,15.2,75.0,66.85714285714286,9.857142857142858,15.2,75.78571428571429,75.42857142857143,74.85714285714286,73.64285714285714,67.85714285714286,68.42857142857143,68.0,66.57142857142857,9.685714285714285,8.942857142857143,7.828571428571428,7.357142857142857,15.2,15.207142857142857,15.20952380952381,15.216666666666665
2,2008-06-29,77,61,69.0,58,61.0,0.0,4.0,4.333333333333333,19.5,1,0.22,29.13,29.75,7.9,30,10.1,2008,6,26,15.166666666666668,73.71428571428571,65.57142857142857,10.257142857142856,15.192857142857141,75.0,75.78571428571429,75.42857142857143,74.85714285714286,66.85714285714286,67.85714285714286,68.42857142857143,68.0,9.857142857142858,9.685714285714285,8.942857142857143,7.828571428571428,15.2,15.2,15.207142857142857,15.20952380952381
1,2008-06-30,80,59,69.5,50,58.0,0.0,5.0,4.316666666666666,19.516666666666666,0,0.0,29.28,29.98,6.0,34,9.6,2008,6,27,15.2,72.35714285714286,63.714285714285715,10.514285714285714,15.192857142857145,73.71428571428571,75.0,75.78571428571429,75.42857142857143,65.57142857142857,66.85714285714286,67.85714285714286,68.42857142857143,10.257142857142856,9.857142857142858,9.685714285714285,8.942857142857143,15.192857142857141,15.2,15.2,15.207142857142857
2,2008-06-30,81,59,70.0,49,58.0,0.0,5.0,4.333333333333333,19.483333333333334,0,0.0,29.34,29.96,5.5,35,9.1,2008,6,27,15.150000000000002,71.64285714285714,62.0,10.757142857142856,15.183333333333334,72.35714285714286,73.71428571428571,75.0,75.78571428571429,63.714285714285715,65.57142857142857,66.85714285714286,67.85714285714286,10.514285714285714,10.257142857142856,9.857142857142858,9.685714285714285,15.192857142857145,15.192857142857141,15.2,15.2
1,2008-07-01,83,58,70.5,51,60.0,0.0,6.0,4.333333333333333,19.516666666666666,0,0.0,29.24,29.97,8.1,24,8.0,2008,7,27,15.183333333333334,70.71428571428571,60.57142857142857,10.6,15.183333333333334,71.64285714285714,72.35714285714286,73.71428571428571,75.0,62.0,63.714285714285715,65.57142857142857,66.85714285714286,10.757142857142856,10.514285714285714,10.257142857142856,9.857142857142858,15.183333333333334,15.192857142857145,15.192857142857141,15.2
2,2008-07-01,84,57,70.5,50,60.0,0.0,6.0,4.35,19.483333333333334,0,0.0,29.3,29.95,8.2,23,8.3,2008,7,27,15.133333333333335,70.28571428571429,60.142857142857146,9.9,15.173809523809524,70.71428571428571,71.64285714285714,72.35714285714286,73.71428571428571,60.57142857142857,62.0,63.714285714285715,65.57142857142857,10.6,10.757142857142856,10.514285714285714,10.257142857142856,15.183333333333334,15.183333333333334,15.192857142857145,15.192857142857141
1,2008-07-02,87,63,75.0,62,66.0,0.0,10.0,4.333333333333333,19.516666666666666,1,0.2,29.09,29.79,8.7,23,13.2,2008,7,27,15.183333333333334,70.28571428571429,60.57142857142857,9.714285714285714,15.173809523809524,70.28571428571429,70.71428571428571,71.64285714285714,72.35714285714286,60.142857142857146,60.57142857142857,62.0,63.714285714285715,9.9,10.6,10.757142857142856,10.514285714285714,15.173809523809524,15.183333333333334,15.183333333333334,15.192857142857145
2,2008-07-02,89,63,76.0,62,67.0,0.0,11.0,4.35,19.483333333333334,1,0.12,29.14,29.78,7.4,24,11.7,2008,7,27,15.133333333333335,71.5,61.42857142857143,10.0,15.164285714285715,70.28571428571429,70.28571428571429,70.71428571428571,71.64285714285714,60.57142857142857,60.142857142857146,60.57142857142857,62.0,9.714285714285714,9.9,10.6,10.757142857142856,15.173809523809524,15.173809523809524,15.183333333333334,15.183333333333334
1,2008-07-03,71,55,63.0,51,57.0,2.0,0.0,4.35,19.516666666666666,0,0.0,29.34,30.04,11.6,3,12.0,2008,7,27,15.166666666666666,70.64285714285714,60.857142857142854,10.271428571428572,15.164285714285715,71.5,70.28571428571429,70.28571428571429,70.71428571428571,61.42857142857143,60.57142857142857,60.142857142857146,60.57142857142857,10.0,9.714285714285714,9.9,10.6,15.164285714285715,15.173809523809524,15.173809523809524,15.183333333333334
2,2008-07-03,71,59,65.0,51,57.0,0.0,0.0,4.366666666666666,19.483333333333334,0,0.0,29.39,30.01,13.3,3,13.5,2008,7,27,15.116666666666667,70.0,60.714285714285715,10.828571428571427,15.152380952380952,70.64285714285714,71.5,70.28571428571429,70.28571428571429,60.857142857142854,61.42857142857143,60.57142857142857,60.142857142857146,10.271428571428572,10.0,9.714285714285714,9.9,15.164285714285715,15.164285714285715,15.173809523809524,15.173809523809524
1,2008-07-04,76,52,64.0,50,57.0,1.0,0.0,4.366666666666666,19.5,0,0.0,29.35,30.06,6.0,5,6.6,2008,7,27,15.133333333333333,69.14285714285714,60.57142857142857,10.471428571428572,15.150000000000002,70.0,70.64285714285714,71.5,70.28571428571429,60.714285714285715,60.857142857142854,61.42857142857143,60.57142857142857,10.828571428571427,10.271428571428572,10.0,9.714285714285714,15.152380952380952,15.164285714285715,15.164285714285715,15.173809523809524
2,2008-07-04,75,58,66.5,50,58.0,0.0,2.0,4.366666666666666,19.483333333333334,0,0.0,29.4,30.05,6.5,6,7.5,2008,7,27,15.116666666666667,68.57142857142857,60.285714285714285,10.4,15.14047619047619,69.14285714285714,70.0,70.64285714285714,71.5,60.57142857142857,60.714285714285715,60.857142857142854,61.42857142857143,10.471428571428572,10.828571428571427,10.271428571428572,10.0,15.150000000000002,15.152380952380952,15.164285714285715,15.164285714285715
1,2008-07-05,80,54,67.0,52,59.0,0.0,2.0,4.366666666666666,19.5,0,0.0,29.31,30.03,4.6,7,7.0,2008,7,27,15.133333333333333,68.07142857142857,60.142857142857146,10.214285714285714,15.14047619047619,68.57142857142857,69.14285714285714,70.0,70.64285714285714,60.285714285714285,60.57142857142857,60.714285714285715,60.857142857142854,10.4,10.471428571428572,10.828571428571427,10.271428571428572,15.14047619047619,15.150000000000002,15.152380952380952,15.164285714285715
2,2008-07-05,79,57,68.0,52,60.0,0.0,3.0,4.383333333333334,19.466666666666665,0,0.0,29.36,30.01,4.7,10,5.7,2008,7,27,15.083333333333332,67.07142857142857,59.285714285714285,9.142857142857142,15.126190476190477,68.07142857142857,68.57142857142857,69.14285714285714,70.0,60.142857142857146,60.285714285714285,60.57142857142857,60.714285714285715,10.214285714285714,10.4,10.471428571428572,10.828571428571427,15.14047619047619,15.14047619047619,15.150000000000002,15.152380952380952
1,2008-07-06,87,59,73.0,57,65.0,0.0,8.0,4.383333333333334,19.5,0,0.0,29.21,29.94,9.3,19,9.4,2008,7,27,15.116666666666667,66.64285714285714,59.0,8.814285714285715,15.123809523809525,67.07142857142857,68.07142857142857,68.57142857142857,69.14285714285714,59.285714285714285,60.142857142857146,60.285714285714285,60.57142857142857,9.142857142857142,10.214285714285714,10.4,10.471428571428572,15.126190476190477,15.14047619047619,15.14047619047619,15.150000000000002
2,2008-07-06,88,63,75.5,58,65.0,0.0,11.0,4.383333333333334,19.466666666666665,0,0.0,29.28,29.92,8.3,19,8.9,2008,7,27,15.083333333333332,68.42857142857143,60.142857142857146,8.371428571428572,15.111904761904762,66.64285714285714,67.07142857142857,68.07142857142857,68.57142857142857,59.0,59.285714285714285,60.142857142857146,60.285714285714285,8.814285714285715,9.142857142857142,10.214285714285714,10.4,15.123809523809525,15.126190476190477,15.14047619047619,15.14047619047619
1,2008-07-07,87,71,79.0,67,71.0,0.0,14.0,4.383333333333334,19.5,1,0.03,29.16,29.87,10.9,22,11.9,2008,7,28,15.116666666666667,70.42857142857143,62.142857142857146,8.142857142857142,15.111904761904762,68.42857142857143,66.64285714285714,67.07142857142857,68.07142857142857,60.142857142857146,59.0,59.285714285714285,60.142857142857146,8.371428571428572,8.814285714285715,9.142857142857142,10.214285714285714,15.111904761904762,15.123809523809525,15.126190476190477,15.14047619047619
2,2008-07-07,87,74,80.5,68,71.0,0.0,16.0,4.4,19.466666666666665,0,0.11,29.21,29.86,10.8,21,11.4,2008,7,28,15.066666666666665,72.78571428571429,64.14285714285714,8.828571428571427,15.102380952380951,70.42857142857143,68.42857142857143,66.64285714285714,67.07142857142857,62.142857142857146,60.142857142857146,59.0,59.285714285714285,8.142857142857142,8.371428571428572,8.814285714285715,9.142857142857142,15.111904761904762,15.111904761904762,15.123809523809525,15.126190476190477
1,2008-07-08,85,70,77.5,67,71.0,0.0,13.0,4.4,19.483333333333334,0,0.03,29.1,29.81,7.8,26,9.1,2008,7,28,15.083333333333334,74.35714285714286,66.0,9.057142857142857,15.097619047619048,72.78571428571429,70.42857142857143,68.42857142857143,66.64285714285714,64.14285714285714,62.142857142857146,60.142857142857146,59.0,8.828571428571427,8.142857142857142,8.371428571428572,8.814285714285715,15.102380952380951,15.111904761904762,15.111904761904762,15.123809523809525
2,2008-07-08,86,46,66.0,68,71.0,0.0,4.0,4.416666666666667,19.45,1,0.28,29.16,29.8,7.4,24,8.3,2008,7,28,15.033333333333331,74.21428571428571,67.71428571428571,9.242857142857144,15.083333333333332,74.35714285714286,72.78571428571429,70.42857142857143,68.42857142857143,66.0,64.14285714285714,62.142857142857146,60.142857142857146,9.057142857142857,8.828571428571427,8.142857142857142,8.371428571428572,15.097619047619048,15.102380952380951,15.111904761904762,15.111904761904762
1,2008-07-09,85,67,76.0,55,63.0,0.0,11.0,4.416666666666667,19.483333333333334,0,0.0,29.26,29.95,9.5,31,10.3,2008,7,28,15.066666666666666,75.35714285714286,68.14285714285714,9.900000000000002,15.08095238095238,74.21428571428571,74.35714285714286,72.78571428571429,70.42857142857143,67.71428571428571,66.0,64.14285714285714,62.142857142857146,9.242857142857144,9.057142857142857,8.828571428571427,8.142857142857142,15.083333333333332,15.097619047619048,15.102380952380951,15.111904761904762
2,2008-07-09,85,67,76.0,55,64.0,0.0,11.0,4.433333333333334,19.45,0,0.0,29.31,29.94,8.1,32,9.1,2008,7,28,15.016666666666666,75.78571428571429,68.0,9.857142857142858,15.066666666666665,75.35714285714286,74.21428571428571,74.35714285714286,72.78571428571429,68.14285714285714,67.71428571428571,66.0,64.14285714285714,9.900000000000002,9.242857142857144,9.057142857142857,8.828571428571427,15.08095238095238,15.083333333333332,15.097619047619048,15.102380952380951
1,2008-07-10,82,64,73.0,63,66.0,0.0,8.0,4.416666666666667,19.483333333333334,1,0.72,29.26,29.99,8.5,23,9.2,2008,7,28,15.066666666666666,75.42857142857143,68.14285714285714,9.9,15.064285714285713,75.78571428571429,75.35714285714286,74.21428571428571,74.35714285714286,68.0,68.14285714285714,67.71428571428571,66.0,9.857142857142858,9.900000000000002,9.242857142857144,9.057142857142857,15.066666666666665,15.08095238095238,15.083333333333332,15.097619047619048
2,2008-07-10,84,64,74.0,62,67.0,0.0,9.0,4.433333333333334,19.433333333333334,1,0.43,29.33,29.97,8.1,23,8.6,2008,7,28,15.0,74.71428571428571,67.57142857142857,9.428571428571429,15.047619047619047,75.42857142857143,75.78571428571429,75.35714285714286,74.21428571428571,68.14285714285714,68.0,68.14285714285714,67.71428571428571,9.9,9.857142857142858,9.900000000000002,9.242857142857144,15.064285714285713,15.066666666666665,15.08095238095238,15.083333333333332
1,2008-07-11,88,64,76.0,65,69.0,0.0,11.0,4.433333333333334,19.466666666666665,1,0.34,29.23,29.97,5.2,20,8.4,2008,7,28,15.033333333333331,74.07142857142857,67.28571428571429,9.0,15.042857142857143,74.71428571428571,75.42857142857143,75.78571428571429,75.35714285714286,67.57142857142857,68.14285714285714,68.0,68.14285714285714,9.428571428571429,9.9,9.857142857142858,9.900000000000002,15.047619047619047,15.064285714285713,15.066666666666665,15.08095238095238
2,2008-07-11,89,64,76.5,65,69.0,0.0,12.0,4.45,19.433333333333334,1,0.03,29.3,29.95,3.7,19,7.5,2008,7,28,14.983333333333334,73.92857142857143,67.0,8.77142857142857,15.028571428571427,74.07142857142857,74.71428571428571,75.42857142857143,75.78571428571429,67.28571428571429,67.57142857142857,68.14285714285714,68.0,9.0,9.428571428571429,9.9,9.857142857142858,15.042857142857143,15.047619047619047,15.064285714285713,15.066666666666665
1,2008-07-12,81,65,73.0,63,66.0,0.0,8.0,4.45,19.466666666666665,1,0.73,29.19,29.89,7.7,26,10.3,2008,7,28,15.016666666666666,74.92857142857143,66.28571428571429,9.057142857142857,15.026190476190475,73.92857142857143,74.07142857142857,74.71428571428571,75.42857142857143,67.0,67.28571428571429,67.57142857142857,68.14285714285714,8.77142857142857,9.0,9.428571428571429,9.9,15.028571428571427,15.042857142857143,15.047619047619047,15.064285714285713
2,2008-07-12,83,66,74.5,64,67.0,0.0,10.0,4.466666666666667,19.416666666666668,1,0.65,29.25,29.87,8.4,26,11.0,2008,7,28,14.950000000000001,74.71428571428571,66.85714285714286,9.157142857142857,15.00952380952381,74.92857142857143,73.92857142857143,74.07142857142857,74.71428571428571,66.28571428571429,67.0,67.28571428571429,67.57142857142857,9.057142857142857,8.77142857142857,9.0,9.428571428571429,15.026190476190475,15.028571428571427,15.042857142857143,15.047619047619047
