Station,Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,Wet_NoWet,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Year,Month,WeekofYear,Daylight_Hours,Weekly_Tavg,Weekly_WetBulb,Weekly_AvgSpeed,Weekly_Daylight_Hours,Weekly_Tavg_lag1,Weekly_Tavg_lag2,Weekly_Tavg_lag3,Weekly_Tavg_lag4,Weekly_WetBulb_lag1,Weekly_WetBulb_lag2,Weekly_WetBulb_lag3,Weekly_WetBulb_lag4,Weekly_AvgSpeed_lag1,Weekly_AvgSpeed_lag2,Weekly_AvgSpeed_lag3,Weekly_AvgSpeed_lag4,Weekly_Daylight_Hours_lag1,Weekly_Daylight_Hours_lag2,Weekly_Daylight_Hours_lag3,Weekly_Daylight_Hours_lag4
1,2007-07-27,83,70,76.5,68,70.0,0.0,12.0,4.666666666666667,19.283333333333335,1,0.17,29.11,29.82,3.0,3,7.9,2007,7,30,14.616666666666667,75.21428571428571,66.71428571428571,7.271428571428585,14.647619047619045,74.64285714285714,74.28571428571429,73.78571428571429,72.78571428571429,65.71428571428571,65.0,64.0,63.285714285714285,6.700000000000013,5.85714285714287,5.014285714285728,4.485714285714299,14.659523809523808,14.678571428571429,14.69047619047619,14.709523809523807
2,2007-07-27,83,70,76.5,67,70.0,0.0,12.0,4.666666666666667,19.233333333333334,1,0.04,29.16,29.8,1.2,36,8.1,2007,7,30,14.566666666666666,75.64285714285714,67.57142857142857,7.685714285714298,14.628571428571425,75.21428571428571,74.64285714285714,74.28571428571429,73.78571428571429,66.71428571428571,65.71428571428571,65.0,64.0,7.271428571428585,6.700000000000013,5.85714285714287,5.014285714285728,14.647619047619045,14.659523809523808,14.678571428571429,14.69047619047619
1,2007-07-28,80,66,73.0,65,68.0,0.0,8.0,4.683333333333334,19.266666666666666,1,0.0,29.23,29.93,10.0,3,10.2,2007,7,30,14.583333333333332,75.57142857142857,68.14285714285714,8.442857142857155,14.616666666666662,75.64285714285714,75.21428571428571,74.64285714285714,74.28571428571429,67.57142857142857,66.71428571428571,65.71428571428571,65.0,7.685714285714298,7.271428571428585,6.700000000000013,5.85714285714287,14.628571428571425,14.647619047619045,14.659523809523808,14.678571428571429
2,2007-07-28,80,70,75.0,65,68.0,0.0,10.0,4.683333333333334,19.216666666666665,1,0.0,29.28,29.91,10.6,3,10.7,2007,7,30,14.533333333333331,75.14285714285714,68.28571428571429,9.028571428571441,14.597619047619043,75.57142857142857,75.64285714285714,75.21428571428571,74.64285714285714,68.14285714285714,67.57142857142857,66.71428571428571,65.71428571428571,8.442857142857155,7.685714285714298,7.271428571428585,6.700000000000013,14.616666666666662,14.628571428571425,14.647619047619045,14.659523809523808
1,2007-07-29,85,63,74.0,57,64.0,0.0,9.0,4.7,19.25,0,0.0,29.28,29.99,4.8,5,5.7,2007,7,30,14.55,74.78571428571429,68.0,8.842857142857154,14.58571428571428,75.14285714285714,75.57142857142857,75.64285714285714,75.21428571428571,68.28571428571429,68.14285714285714,67.57142857142857,66.71428571428571,9.028571428571441,8.442857142857155,7.685714285714298,7.271428571428585,14.597619047619043,14.616666666666662,14.628571428571425,14.647619047619045
2,2007-07-29,85,67,76.0,56,64.0,0.0,11.0,4.7,19.2,0,0.0,29.34,29.97,6.3,5,6.9,2007,7,30,14.5,75.0,67.42857142857143,8.485714285714298,14.564285714285708,74.78571428571429,75.14285714285714,75.57142857142857,75.64285714285714,68.0,68.28571428571429,68.14285714285714,67.57142857142857,8.842857142857154,9.028571428571441,8.442857142857155,7.685714285714298,14.58571428571428,14.597619047619043,14.616666666666662,14.628571428571425
1,2007-07-30,89,62,75.5,55,64.0,0.0,11.0,4.716666666666667,19.233333333333334,0,0.0,29.33,30.03,3.8,6,4.3,2007,7,31,14.516666666666667,75.21428571428571,66.85714285714286,7.6857142857142975,14.552380952380947,75.0,74.78571428571429,75.14285714285714,75.57142857142857,67.42857142857143,68.0,68.28571428571429,68.14285714285714,8.485714285714298,8.842857142857154,9.028571428571441,8.442857142857155,14.564285714285708,14.58571428571428,14.597619047619043,14.616666666666662
2,2007-07-30,86,65,75.5,57,65.0,0.0,11.0,4.716666666666667,19.183333333333334,0,0.0,29.39,30.01,3.1,6,4.6,2007,7,31,14.466666666666667,75.07142857142857,66.14285714285714,7.214285714285727,14.530952380952376,75.21428571428571,75.0,74.78571428571429,75.14285714285714,66.85714285714286,67.42857142857143,68.0,68.28571428571429,7.6857142857142975,8.485714285714298,8.842857142857154,9.028571428571441,14.552380952380947,14.564285714285708,14.58571428571428,14.597619047619043
1,2007-07-31,91,68,79.5,61,68.0,0.0,15.0,4.733333333333333,19.216666666666665,0,0.0,29.33,30.04,3.3,4,4.9,2007,7,31,14.48333333333333,75.5,65.85714285714286,6.757142857142869,14.519047619047615,75.07142857142857,75.21428571428571,75.0,74.78571428571429,66.14285714285714,66.85714285714286,67.42857142857143,68.0,7.214285714285727,7.6857142857142975,8.485714285714298,8.842857142857154,14.530952380952376,14.552380952380947,14.564285714285708,14.58571428571428
2,2007-07-31,89,69,79.0,60,68.0,0.0,14.0,4.733333333333333,19.166666666666668,0,0.0,29.39,30.02,4.0,7,5.0,2007,7,31,14.433333333333334,76.35714285714286,65.85714285714286,6.014285714285726,14.497619047619045,75.5,75.07142857142857,75.21428571428571,75.0,65.85714285714286,66.14285714285714,66.85714285714286,67.42857142857143,6.757142857142869,7.214285714285727,7.6857142857142975,8.485714285714298,14.519047619047615,14.530952380952376,14.552380952380947,14.564285714285708
1,2007-08-01,92,69,80.5,62,69.0,0.0,16.0,4.75,19.183333333333334,0,0.0,29.29,30.0,3.5,9,4.1,2007,8,31,14.433333333333334,77.14285714285714,66.0,5.071428571428584,14.483333333333333,76.35714285714286,75.5,75.07142857142857,75.21428571428571,65.85714285714286,65.85714285714286,66.14285714285714,66.85714285714286,6.014285714285726,6.757142857142869,7.214285714285727,7.6857142857142975,14.497619047619045,14.519047619047615,14.530952380952376,14.552380952380947
2,2007-08-01,91,69,80.0,63,70.0,0.0,15.0,4.75,19.15,0,0.0,29.34,29.98,2.1,13,3.7,2007,8,31,14.399999999999999,78.0,66.85714285714286,4.785714285714298,14.461904761904762,77.14285714285714,76.35714285714286,75.5,75.07142857142857,66.0,65.85714285714286,65.85714285714286,66.14285714285714,5.071428571428584,6.014285714285726,6.757142857142869,7.214285714285727,14.483333333333333,14.497619047619045,14.519047619047615,14.530952380952376
1,2007-08-02,91,70,80.5,66,71.0,0.0,16.0,4.766666666666667,19.166666666666668,0,0.0,29.26,29.97,5.5,26,5.9,2007,8,31,14.400000000000002,78.64285714285714,67.85714285714286,4.642857142857155,14.447619047619048,78.0,77.14285714285714,76.35714285714286,75.5,66.85714285714286,66.0,65.85714285714286,65.85714285714286,4.785714285714298,5.071428571428584,6.014285714285726,6.757142857142869,14.461904761904762,14.483333333333333,14.497619047619045,14.519047619047615
2,2007-08-02,91,73,82.0,66,72.0,0.0,17.0,4.766666666666667,19.133333333333333,0,0.0,29.31,29.95,6.5,23,7.2,2007,8,31,14.366666666666667,79.57142857142857,69.0,5.05714285714287,14.426190476190476,78.64285714285714,78.0,77.14285714285714,76.35714285714286,67.85714285714286,66.85714285714286,66.0,65.85714285714286,4.642857142857155,4.785714285714298,5.071428571428584,6.014285714285726,14.447619047619048,14.461904761904762,14.483333333333333,14.497619047619045
1,2007-08-03,90,69,79.5,56,66.0,0.0,15.0,4.783333333333333,19.15,0,0.0,29.31,30.02,2.7,3,5.7,2007,8,31,14.366666666666665,80.14285714285714,69.14285714285714,5.214285714285728,14.411904761904761,79.57142857142857,78.64285714285714,78.0,77.14285714285714,69.0,67.85714285714286,66.85714285714286,66.0,5.05714285714287,4.642857142857155,4.785714285714298,5.071428571428584,14.426190476190476,14.447619047619048,14.461904761904762,14.483333333333333
2,2007-08-03,88,73,80.5,58,67.0,0.0,16.0,4.783333333333333,19.116666666666667,0,0.0,29.36,30.0,3.3,6,5.8,2007,8,31,14.333333333333334,80.28571428571429,69.0,5.342857142857156,14.390476190476189,80.14285714285714,79.57142857142857,78.64285714285714,78.0,69.14285714285714,69.0,67.85714285714286,66.85714285714286,5.214285714285728,5.05714285714287,4.642857142857155,4.785714285714298,14.411904761904761,14.426190476190476,14.447619047619048,14.461904761904762
1,2007-08-04,81,64,72.5,58,64.0,0.0,8.0,4.8,19.133333333333333,1,0.03,29.31,30.03,5.7,8,6.1,2007,8,31,14.333333333333332,79.35714285714286,68.42857142857143,5.500000000000013,14.376190476190473,80.28571428571429,80.14285714285714,79.57142857142857,78.64285714285714,69.0,69.14285714285714,69.0,67.85714285714286,5.342857142857156,5.214285714285728,5.05714285714287,4.642857142857155,14.390476190476189,14.411904761904761,14.426190476190476,14.447619047619048
2,2007-08-04,81,68,74.5,58,65.0,0.0,10.0,4.8,19.1,1,0.02,29.36,30.01,5.9,9,6.6,2007,8,31,14.3,78.5,67.85714285714286,5.85714285714287,14.357142857142852,79.35714285714286,80.28571428571429,80.14285714285714,79.57142857142857,68.42857142857143,69.0,69.14285714285714,69.0,5.500000000000013,5.342857142857156,5.214285714285728,5.05714285714287,14.376190476190473,14.390476190476189,14.411904761904761,14.426190476190476
1,2007-08-05,88,67,77.5,71,73.0,0.0,13.0,4.816666666666666,19.116666666666667,1,1.43,29.08,29.81,5.4,21,9.6,2007,8,31,14.3,78.14285714285714,68.28571428571429,6.700000000000013,14.34285714285714,78.5,79.35714285714286,80.28571428571429,80.14285714285714,67.85714285714286,68.42857142857143,69.0,69.14285714285714,5.85714285714287,5.500000000000013,5.342857142857156,5.214285714285728,14.357142857142852,14.376190476190473,14.390476190476189,14.411904761904761
2,2007-08-05,88,68,78.0,71,72.0,0.0,13.0,4.816666666666666,19.066666666666666,1,0.97,29.15,29.79,7.0,22,10.2,2007,8,31,14.25,77.78571428571429,68.42857142857143,7.314285714285728,14.321428571428568,78.14285714285714,78.5,79.35714285714286,80.28571428571429,68.28571428571429,67.85714285714286,68.42857142857143,69.0,6.700000000000013,5.85714285714287,5.500000000000013,5.342857142857156,14.34285714285714,14.357142857142852,14.376190476190473,14.390476190476189
1,2007-08-06,88,74,81.0,72,74.0,0.0,16.0,4.833333333333333,19.1,1,0.26,29.13,29.83,1.6,10,4.9,2007,8,32,14.26666666666667,77.64285714285714,68.71428571428571,6.985714285714299,14.307142857142853,77.78571428571429,78.14285714285714,78.5,79.35714285714286,68.42857142857143,68.28571428571429,67.85714285714286,68.42857142857143,7.314285714285728,6.700000000000013,5.85714285714287,5.500000000000013,14.321428571428568,14.34285714285714,14.357142857142852,14.376190476190473
2,2007-08-06,85,75,80.0,72,74.0,0.0,15.0,4.833333333333333,19.05,1,0.05,29.17,29.81,2.6,10,4.6,2007,8,32,14.216666666666669,77.71428571428571,69.85714285714286,6.828571428571442,14.285714285714283,77.64285714285714,77.78571428571429,78.14285714285714,78.5,68.71428571428571,68.42857142857143,68.28571428571429,67.85714285714286,6.985714285714299,7.314285714285728,6.700000000000013,5.85714285714287,14.307142857142853,14.321428571428568,14.34285714285714,14.357142857142852
1,2007-08-07,91,72,81.5,73,76.0,0.0,17.0,4.85,19.066666666666666,1,1.31,29.06,29.76,6.2,25,9.0,2007,8,32,14.216666666666667,77.85714285714286,71.14285714285714,7.285714285714299,14.269047619047617,77.71428571428571,77.64285714285714,77.78571428571429,78.14285714285714,69.85714285714286,68.71428571428571,68.42857142857143,68.28571428571429,6.828571428571442,6.985714285714299,7.314285714285728,6.700000000000013,14.285714285714283,14.307142857142853,14.321428571428568,14.34285714285714
2,2007-08-07,92,73,82.5,73,76.0,0.0,18.0,4.85,19.033333333333335,1,0.06,29.11,29.74,6.3,24,8.8,2007,8,32,14.183333333333335,79.28571428571429,72.85714285714286,7.671428571428585,14.247619047619049,77.85714285714286,77.71428571428571,77.64285714285714,77.78571428571429,71.14285714285714,69.85714285714286,68.71428571428571,68.42857142857143,7.285714285714299,6.828571428571442,6.985714285714299,7.314285714285728,14.269047619047617,14.285714285714283,14.307142857142853,14.321428571428568
1,2007-08-08,87,73,80.0,71,73.0,0.0,15.0,4.866666666666667,19.05,1,0.06,29.13,29.83,3.0,3,6.9,2007,8,32,14.183333333333334,80.07142857142857,74.0,7.714285714285728,14.230952380952383,79.28571428571429,77.85714285714286,77.71428571428571,77.64285714285714,72.85714285714286,71.14285714285714,69.85714285714286,68.71428571428571,7.671428571428585,7.285714285714299,6.828571428571442,6.985714285714299,14.247619047619049,14.269047619047617,14.285714285714283,14.307142857142853
2,2007-08-08,87,74,80.5,72,74.0,0.0,16.0,4.866666666666667,19.016666666666666,1,0.09,29.18,29.81,1.5,4,6.4,2007,8,32,14.149999999999999,80.5,74.14285714285714,7.2571428571428696,14.209523809523812,80.07142857142857,79.28571428571429,77.85714285714286,77.71428571428571,74.0,72.85714285714286,71.14285714285714,69.85714285714286,7.714285714285728,7.671428571428585,7.285714285714299,6.828571428571442,14.230952380952383,14.247619047619049,14.269047619047617,14.285714285714283
1,2007-08-09,84,72,78.0,71,73.0,0.0,13.0,4.883333333333333,19.033333333333335,1,0.05,29.13,29.84,2.5,29,6.0,2007,8,32,14.150000000000002,80.5,74.28571428571429,6.657142857142871,14.195238095238098,80.5,80.07142857142857,79.28571428571429,77.85714285714286,74.14285714285714,74.0,72.85714285714286,71.14285714285714,7.2571428571428696,7.714285714285728,7.671428571428585,7.285714285714299,14.209523809523812,14.230952380952383,14.247619047619049,14.269047619047617
2,2007-08-09,85,73,79.0,71,73.0,0.0,14.0,4.883333333333333,18.983333333333334,1,0.46,29.19,29.82,3.1,27,6.3,2007,8,32,14.100000000000001,80.21428571428571,74.14285714285714,6.85714285714287,14.171428571428576,80.5,80.5,80.07142857142857,79.28571428571429,74.28571428571429,74.14285714285714,74.0,72.85714285714286,6.657142857142871,7.2571428571428696,7.714285714285728,7.671428571428585,14.195238095238098,14.209523809523812,14.230952380952383,14.247619047619049
1,2007-08-10,86,70,78.0,68,72.0,0.0,13.0,4.9,19.0,1,0.0,29.26,29.96,4.5,2,5.9,2007,8,32,14.1,79.92857142857143,73.85714285714286,7.042857142857156,14.154761904761909,80.21428571428571,80.5,80.5,80.07142857142857,74.14285714285714,74.28571428571429,74.14285714285714,74.0,6.85714285714287,6.657142857142871,7.2571428571428696,7.714285714285728,14.171428571428576,14.195238095238098,14.209523809523812,14.230952380952383
2,2007-08-10,86,73,79.5,69,72.0,0.0,15.0,4.9,18.966666666666665,0,0.0,29.32,29.94,3.0,6,5.4,2007,8,32,14.066666666666665,79.64285714285714,73.28571428571429,6.528571428571441,14.133333333333336,79.92857142857143,80.21428571428571,80.5,80.5,73.85714285714286,74.14285714285714,74.28571428571429,74.14285714285714,7.042857142857156,6.85714285714287,6.657142857142871,7.2571428571428696,14.154761904761909,14.171428571428576,14.195238095238098,14.209523809523812
1,2007-08-11,89,67,78.0,65,70.0,0.0,13.0,4.916666666666667,18.983333333333334,1,0.0,29.31,30.02,3.2,19,3.9,2007,8,32,14.066666666666666,79.0,72.42857142857143,5.828571428571441,14.116666666666669,79.64285714285714,79.92857142857143,80.21428571428571,80.5,73.28571428571429,73.85714285714286,74.14285714285714,74.28571428571429,6.528571428571441,7.042857142857156,6.85714285714287,6.657142857142871,14.133333333333336,14.154761904761909,14.171428571428576,14.195238095238098
2,2007-08-11,88,68,78.0,65,70.0,0.0,13.0,4.916666666666667,18.95,1,0.0,29.38,30.0,3.1,20,3.9,2007,8,32,14.033333333333331,78.71428571428571,72.0,5.400000000000012,14.095238095238097,79.0,79.64285714285714,79.92857142857143,80.21428571428571,72.42857142857143,73.28571428571429,73.85714285714286,74.14285714285714,5.828571428571441,6.528571428571441,7.042857142857156,6.85714285714287,14.116666666666669,14.133333333333336,14.154761904761909,14.171428571428576
1,2007-08-12,88,67,77.5,67,71.0,0.0,13.0,4.933333333333334,18.966666666666665,1,0.29,29.34,30.06,1.7,6,5.4,2007,8,32,14.033333333333331,78.28571428571429,71.57142857142857,5.257142857142869,14.078571428571431,78.71428571428571,79.0,79.64285714285714,79.92857142857143,72.0,72.42857142857143,73.28571428571429,73.85714285714286,5.400000000000012,5.828571428571441,6.528571428571441,7.042857142857156,14.095238095238097,14.116666666666669,14.133333333333336,14.154761904761909
2,2007-08-12,87,68,77.5,67,70.0,0.0,13.0,4.933333333333334,18.916666666666668,1,0.23,29.4,30.04,1.9,6,6.6,2007,8,32,13.983333333333334,78.21428571428571,71.14285714285714,5.342857142857155,14.054761904761905,78.28571428571429,78.71428571428571,79.0,79.64285714285714,71.57142857142857,72.0,72.42857142857143,73.28571428571429,5.257142857142869,5.400000000000012,5.828571428571441,6.528571428571441,14.078571428571431,14.095238095238097,14.116666666666669,14.133333333333336
1,2007-08-13,81,65,73.0,57,64.0,0.0,8.0,4.95,18.933333333333334,1,0.0,29.39,30.11,6.2,6,6.9,2007,8,33,13.983333333333334,77.35714285714286,69.85714285714286,5.42857142857144,14.03809523809524,78.21428571428571,78.28571428571429,78.71428571428571,79.0,71.14285714285714,71.57142857142857,72.0,72.42857142857143,5.342857142857155,5.257142857142869,5.400000000000012,5.828571428571441,14.054761904761905,14.078571428571431,14.095238095238097,14.116666666666669
2,2007-08-13,80,69,74.5,54,63.0,0.0,10.0,4.95,18.9,0,0.0,29.44,30.08,6.9,8,7.7,2007,8,33,13.95,76.85714285714286,68.57142857142857,5.685714285714298,14.01666666666667,77.35714285714286,78.21428571428571,78.28571428571429,78.71428571428571,69.85714285714286,71.14285714285714,71.57142857142857,72.0,5.42857142857144,5.342857142857155,5.257142857142869,5.400000000000012,14.03809523809524,14.054761904761905,14.078571428571431,14.095238095238097
1,2007-08-14,84,65,74.5,67,70.0,0.0,10.0,4.966666666666667,18.916666666666668,1,0.41,29.23,29.93,5.9,25,8.0,2007,8,33,13.950000000000001,76.14285714285714,68.28571428571429,6.05714285714287,14.000000000000004,76.85714285714286,77.35714285714286,78.21428571428571,78.28571428571429,68.57142857142857,69.85714285714286,71.14285714285714,71.57142857142857,5.685714285714298,5.42857142857144,5.342857142857155,5.257142857142869,14.01666666666667,14.03809523809524,14.054761904761905,14.078571428571431
2,2007-08-14,84,65,74.5,66,69.0,0.0,10.0,4.966666666666667,18.883333333333333,1,0.45,29.29,29.92,6.4,23,9.0,2007,8,33,13.916666666666666,75.64285714285714,68.14285714285714,6.785714285714299,13.978571428571433,76.14285714285714,76.85714285714286,77.35714285714286,78.21428571428571,68.28571428571429,68.57142857142857,69.85714285714286,71.14285714285714,6.05714285714287,5.685714285714298,5.42857142857144,5.342857142857155,14.000000000000004,14.01666666666667,14.03809523809524,14.054761904761905
1,2007-08-15,80,71,75.5,67,70.0,0.0,11.0,4.983333333333333,18.9,1,0.23,29.17,29.89,3.4,7,5.8,2007,8,33,13.916666666666664,75.28571428571429,68.14285714285714,7.05714285714287,13.961904761904767,75.64285714285714,76.14285714285714,76.85714285714286,77.35714285714286,68.14285714285714,68.28571428571429,68.57142857142857,69.85714285714286,6.785714285714299,6.05714285714287,5.685714285714298,5.42857142857144,13.978571428571433,14.000000000000004,14.01666666666667,14.03809523809524
2,2007-08-15,81,72,76.5,69,71.0,0.0,12.0,4.983333333333333,18.85,1,0.83,29.23,29.87,4.9,6,7.1,2007,8,33,13.866666666666667,75.14285714285714,68.14285714285714,7.300000000000013,13.938095238095245,75.28571428571429,75.64285714285714,76.14285714285714,76.85714285714286,68.14285714285714,68.14285714285714,68.28571428571429,68.57142857142857,7.05714285714287,6.785714285714299,6.05714285714287,5.685714285714298,13.961904761904767,13.978571428571433,14.000000000000004,14.01666666666667
1,2007-08-16,77,65,71.0,64,67.0,0.0,6.0,5.0,18.866666666666667,1,0.0,29.28,29.97,3.6,1,5.7,2007,8,33,13.866666666666667,74.21428571428571,67.71428571428571,7.171428571428585,13.92142857142858,75.14285714285714,75.28571428571429,75.64285714285714,76.14285714285714,68.14285714285714,68.14285714285714,68.14285714285714,68.28571428571429,7.300000000000013,7.05714285714287,6.785714285714299,6.05714285714287,13.938095238095245,13.961904761904767,13.978571428571433,14.000000000000004
2,2007-08-16,77,67,72.0,65,68.0,0.0,7.0,5.0,18.833333333333332,1,0.0,29.33,29.95,3.5,1,5.7,2007,8,33,13.833333333333332,74.07142857142857,68.28571428571429,7.000000000000014,13.900000000000007,74.21428571428571,75.14285714285714,75.28571428571429,75.64285714285714,67.71428571428571,68.14285714285714,68.14285714285714,68.14285714285714,7.171428571428585,7.300000000000013,7.05714285714287,6.785714285714299,13.92142857142858,13.938095238095245,13.961904761904767,13.978571428571433
1,2007-08-17,79,60,69.5,54,61.0,0.0,5.0,5.016666666666667,18.85,0,0.0,29.41,30.1,5.9,32,6.8,2007,8,33,13.833333333333336,73.35714285714286,68.0,6.871428571428585,13.88333333333334,74.07142857142857,74.21428571428571,75.14285714285714,75.28571428571429,68.28571428571429,67.71428571428571,68.14285714285714,68.14285714285714,7.000000000000014,7.171428571428585,7.300000000000013,7.05714285714287,13.900000000000007,13.92142857142858,13.938095238095245,13.961904761904767
2,2007-08-17,80,65,72.5,54,62.0,0.0,8.0,5.016666666666667,18.8,0,0.0,29.46,30.08,6.1,31,7.4,2007,8,33,13.783333333333335,73.07142857142857,66.85714285714286,6.785714285714299,13.859523809523816,73.35714285714286,74.07142857142857,74.21428571428571,75.14285714285714,68.0,68.28571428571429,67.71428571428571,68.14285714285714,6.871428571428585,7.000000000000014,7.171428571428585,7.300000000000013,13.88333333333334,13.900000000000007,13.92142857142858,13.938095238095245
1,2007-08-18,68,59,63.5,54,58.0,1.0,0.0,5.033333333333333,18.816666666666666,1,0.09,29.44,30.16,6.4,12,8.1,2007,8,33,13.783333333333333,71.5,65.28571428571429,6.657142857142871,13.840476190476195,73.07142857142857,73.35714285714286,74.07142857142857,74.21428571428571,66.85714285714286,68.0,68.28571428571429,67.71428571428571,6.785714285714299,6.871428571428585,7.000000000000014,7.171428571428585,13.859523809523816,13.88333333333334,13.900000000000007,13.92142857142858
2,2007-08-18,69,60,64.5,54,58.0,0.0,0.0,5.033333333333333,18.783333333333335,1,0.42,29.48,30.15,6.1,13,7.0,2007,8,33,13.750000000000002,69.92857142857143,63.57142857142857,6.8285714285714425,13.816666666666672,71.5,73.07142857142857,73.35714285714286,74.07142857142857,65.28571428571429,66.85714285714286,68.0,68.28571428571429,6.657142857142871,6.785714285714299,6.871428571428585,7.000000000000014,13.840476190476195,13.859523809523816,13.88333333333334,13.900000000000007
1,2007-08-19,68,62,65.0,62,64.0,0.0,0.0,5.05,18.8,1,1.33,29.24,29.99,6.0,10,7.4,2007,8,33,13.75,68.28571428571429,62.57142857142857,6.871428571428585,13.800000000000002,69.92857142857143,71.5,73.07142857142857,73.35714285714286,63.57142857142857,65.28571428571429,66.85714285714286,68.0,6.8285714285714425,6.657142857142871,6.785714285714299,6.871428571428585,13.816666666666672,13.840476190476195,13.859523809523816,13.88333333333334
2,2007-08-19,69,62,65.5,63,64.0,0.0,1.0,5.05,18.75,1,1.33,29.3,29.98,5.5,10,7.5,2007,8,33,13.7,67.5,62.142857142857146,7.128571428571441,13.77619047619048,68.28571428571429,69.92857142857143,71.5,73.07142857142857,62.57142857142857,63.57142857142857,65.28571428571429,66.85714285714286,6.871428571428585,6.8285714285714425,6.657142857142871,6.785714285714299,13.800000000000002,13.816666666666672,13.840476190476195,13.859523809523816
1,2007-08-20,78,68,73.0,68,69.0,0.0,8.0,5.066666666666666,18.766666666666666,1,0.91,29.15,29.87,0.5,12,5.7,2007,8,34,13.7,67.64285714285714,62.285714285714285,7.128571428571441,13.757142857142863,67.5,68.28571428571429,69.92857142857143,71.5,62.142857142857146,62.57142857142857,63.57142857142857,65.28571428571429,7.128571428571441,6.871428571428585,6.8285714285714425,6.657142857142871,13.77619047619048,13.800000000000002,13.816666666666672,13.840476190476195
2,2007-08-20,76,68,72.0,69,70.0,0.0,7.0,5.066666666666666,18.733333333333334,1,0.48,29.21,29.85,2.4,20,5.9,2007,8,34,13.666666666666668,68.0,63.57142857142857,7.000000000000013,13.73333333333334,67.64285714285714,67.5,68.28571428571429,69.92857142857143,62.285714285714285,62.142857142857146,62.57142857142857,63.57142857142857,7.128571428571441,7.128571428571441,6.871428571428585,6.8285714285714425,13.757142857142863,13.77619047619048,13.800000000000002,13.816666666666672
1,2007-08-21,87,69,78.0,70,72.0,0.0,13.0,5.083333333333333,18.75,1,0.0,29.21,29.91,3.8,18,6.0,2007,8,34,13.666666666666668,68.78571428571429,65.0,6.800000000000013,13.716666666666674,68.0,67.64285714285714,67.5,68.28571428571429,63.57142857142857,62.285714285714285,62.142857142857146,62.57142857142857,7.000000000000013,7.128571428571441,7.128571428571441,6.871428571428585,13.73333333333334,13.757142857142863,13.77619047619048,13.800000000000002
2,2007-08-21,85,69,77.0,70,72.0,0.0,12.0,5.083333333333333,18.7,1,0.01,29.26,29.89,3.5,17,6.0,2007,8,34,13.616666666666667,70.71428571428571,67.0,6.500000000000013,13.69285714285715,68.78571428571429,68.0,67.64285714285714,67.5,65.0,63.57142857142857,62.285714285714285,62.142857142857146,6.800000000000013,7.000000000000013,7.128571428571441,7.128571428571441,13.716666666666674,13.73333333333334,13.757142857142863,13.77619047619048
1,2007-08-22,90,69,79.5,71,73.0,0.0,15.0,5.1,18.716666666666665,1,0.37,29.23,29.94,5.3,21,9.5,2007,8,34,13.616666666666665,72.85714285714286,69.14285714285714,6.85714285714287,13.67380952380953,70.71428571428571,68.78571428571429,68.0,67.64285714285714,67.0,65.0,63.57142857142857,62.285714285714285,6.500000000000013,6.800000000000013,7.000000000000013,7.128571428571441,13.69285714285715,13.716666666666674,13.73333333333334,13.757142857142863
2,2007-08-22,90,70,80.0,70,73.0,0.0,15.0,5.1,18.683333333333334,1,0.88,29.29,29.93,5.1,21,8.4,2007,8,34,13.583333333333334,75.0,70.42857142857143,7.000000000000013,13.650000000000006,72.85714285714286,70.71428571428571,68.78571428571429,68.0,69.14285714285714,67.0,65.0,63.57142857142857,6.85714285714287,6.500000000000013,6.800000000000013,7.000000000000013,13.67380952380953,13.69285714285715,13.716666666666674,13.73333333333334
1,2007-08-23,87,69,78.0,69,71.0,0.0,13.0,5.133333333333334,18.7,1,2.35,29.15,29.87,9.6,21,11.7,2007,8,34,13.566666666666666,76.78571428571429,71.42857142857143,7.600000000000013,13.630952380952385,75.0,72.85714285714286,70.71428571428571,68.78571428571429,70.42857142857143,69.14285714285714,67.0,65.0,7.000000000000013,6.85714285714287,6.500000000000013,6.800000000000013,13.650000000000006,13.67380952380953,13.69285714285715,13.716666666666674
2,2007-08-23,89,70,79.5,69,71.0,0.0,15.0,5.116666666666666,18.65,1,1.96,29.21,29.86,6.7,21,9.1,2007,8,34,13.533333333333331,77.71428571428571,71.71428571428571,8.085714285714298,13.607142857142861,76.78571428571429,75.0,72.85714285714286,70.71428571428571,71.42857142857143,70.42857142857143,69.14285714285714,67.0,7.600000000000013,7.000000000000013,6.85714285714287,6.500000000000013,13.630952380952385,13.650000000000006,13.67380952380953,13.69285714285715
1,2007-08-24,80,69,74.5,67,69.0,0.0,10.0,5.15,18.666666666666668,1,0.24,29.11,29.82,5.8,25,7.1,2007,8,34,13.516666666666667,78.07142857142857,71.57142857142857,8.25714285714287,13.585714285714289,77.71428571428571,76.78571428571429,75.0,72.85714285714286,71.71428571428571,71.42857142857143,70.42857142857143,69.14285714285714,8.085714285714298,7.600000000000013,7.000000000000013,6.85714285714287,13.607142857142861,13.630952380952385,13.650000000000006,13.67380952380953
